Opportunities.Opportunity Owner Name,Opportunities.Budget,Opportunities.Campaign Name,Opportunities.Close %
Renee Lo,1375,New Product Releases,1
Renee Lo,1000,,0.8888888888888888
Renee Lo,1750,,0.9230769230769231
Renee Lo,1750,Consumer Tradeshow,1
Renee Lo,1750,Customer Care Campaign,1
Renee Lo,1750,Monthly Newsletter,0.6666666666666666
Renee Lo,4625,,0.8666666666666667
Renee Lo,4625,Consumer Tradeshow,1
Renee Lo,4625,Market Trends Newsletter,1
Renee Lo,4625,Monthly Newsletter,1
Renee Lo,2125,,1
Renee Lo,2125,Consumer Tradeshow,1
Renee Lo,2125,New Product Releases,0.5
Renee Lo,2250,,0.75
Renee Lo,2250,Customer Care Campaign,1
Renee Lo,2250,Market Trends Newsletter,1
Renee Lo,3125,,0.8461538461538461
Renee Lo,3125,Customer Follow-up,1
Renee Lo,3125,Monthly Newsletter,1
Renee Lo,3000,,0.7777777777777778
Renee Lo,3000,Customer Care Campaign,1
Renee Lo,3250,,0.8181818181818182
Renee Lo,3250,Consumer Tradeshow,1
Renee Lo,3250,Monthly Newsletter,1
Renee Lo,1625,,0.7142857142857143
Renee Lo,1625,Monthly Newsletter,1
Renee Lo,1625,New Product Releases,1
Renee Lo,4000,,0.7142857142857143
Renee Lo,4000,Consumer Tradeshow,1
Renee Lo,4000,Customer Care Campaign,1
Renee Lo,4000,Customer Follow-up,1
Renee Lo,4000,Monthly Newsletter,1
Renee Lo,4875,,0.7692307692307693
Renee Lo,4875,Monthly Newsletter,1
Renee Lo,4875,New Product Releases,1
Renee Lo,4250,,0.7727272727272727
Renee Lo,4250,Consumer Tradeshow,1
Renee Lo,4250,Customer Follow-up,1
Renee Lo,4250,Monthly Newsletter,1
Renee Lo,1250,,0.7857142857142857
Renee Lo,1250,Monthly Newsletter,0.6666666666666666
Renee Lo,750,,1
Renee Lo,2375,,0.75
Renee Lo,4125,,0.7368421052631579
Renee Lo,4125,Customer Follow-up,1
Renee Lo,4125,Monthly Newsletter,1
Renee Lo,4125,New Product Releases,1
Renee Lo,3375,,0.6666666666666666
Renee Lo,3375,Customer Care Campaign,1
Renee Lo,3375,Market Trends Newsletter,1
Renee Lo,3625,,0.6470588235294118
Renee Lo,3625,Consumer Tradeshow,1
Renee Lo,3625,Market Trends Newsletter,1
Renee Lo,3625,Monthly Newsletter,1
Renee Lo,3625,New Product Releases,1
Renee Lo,4375,,0.5625
Renee Lo,4375,Consumer Tradeshow,1
Renee Lo,4375,Customer Care Campaign,1
Renee Lo,4375,Customer Follow-up,1
Renee Lo,4375,Monthly Newsletter,1
Renee Lo,4375,New Product Releases,1
Renee Lo,3500,,0.6842105263157895
Renee Lo,3500,Customer Follow-up,1
Renee Lo,3500,Monthly Newsletter,1
Renee Lo,2625,,0.6
Renee Lo,2625,Customer Care Campaign,1
Renee Lo,2625,Monthly Newsletter,1
Renee Lo,5500,,0.5
Renee Lo,5500,Consumer Tradeshow,1
Renee Lo,2875,,0.375
Renee Lo,2875,Consumer Tradeshow,1
Renee Lo,2875,New Product Releases,1
Renee Lo,2875,Twitter,1
Renee Lo,3875,,0.5263157894736842
Renee Lo,3875,Consumer Tradeshow,1
Renee Lo,1875,,0.5
Renee Lo,2500,,0.42857142857142855
Renee Lo,2500,Customer Care Campaign,1
Renee Lo,2750,,0.2857142857142857
Renee Lo,2750,Customer Care Campaign,1
Renee Lo,2000,New Product Releases,1
Julian Isla,125,,1
Julian Isla,125,Twitter,1
Julian Isla,250,,1
Julian Isla,250,Market Trends Newsletter,1
Julian Isla,375,,1
Julian Isla,375,Market Trends Newsletter,1
Julian Isla,375,Twitter,1
Julian Isla,500,,1
Julian Isla,500,Market Trends Newsletter,1
Julian Isla,500,New Product Releases,1
Julian Isla,500,Twitter,1
Julian Isla,750,,1
Julian Isla,750,Market Trends Newsletter,1
Julian Isla,875,,1
Julian Isla,875,New Product Releases,1
Julian Isla,875,Twitter,1
Julian Isla,1000,,1
Julian Isla,1000,Market Trends Newsletter,1
Julian Isla,1000,New Product Releases,1
Julian Isla,1125,,1
Julian Isla,1125,Market Trends Newsletter,1
Julian Isla,2000,,1
Julian Isla,2625,,1
Julian Isla,2625,Customer Care Campaign,1
Julian Isla,2625,New Product Releases,1
Julian Isla,2625,Twitter,1
Julian Isla,5000,,1
Julian Isla,5000,Consumer Tradeshow,1
Julian Isla,5000,Customer Care Campaign,1
Julian Isla,5000,New Product Releases,1
Julian Isla,5125,,1
Julian Isla,5250,,1
Julian Isla,5375,,1
Julian Isla,5375,Market Trends Newsletter,1
Julian Isla,5625,,1
Julian Isla,5625,Consumer Tradeshow,1
Julian Isla,5625,Twitter,1
Julian Isla,5875,,1
Julian Isla,5875,Consumer Tradeshow,1
Julian Isla,5875,Twitter,1
Julian Isla,6000,,1
Julian Isla,6000,New Product Releases,1
Julian Isla,6000,Twitter,1
Julian Isla,6125,,1
Julian Isla,6125,Consumer Tradeshow,1
Julian Isla,1750,,0.95
Julian Isla,1750,Monthly Newsletter,0.8
Julian Isla,4500,,0.8888888888888888
Julian Isla,4500,Customer Follow-up,1
Julian Isla,4500,Monthly Newsletter,1
Julian Isla,4875,,0.8125
Julian Isla,4875,Consumer Tradeshow,1
Julian Isla,4875,Customer Follow-up,1
Julian Isla,4875,Monthly Newsletter,1
Julian Isla,4875,New Product Releases,1
Julian Isla,4250,,0.8695652173913043
Julian Isla,4250,Customer Care Campaign,1
Julian Isla,4250,Customer Follow-up,1
Julian Isla,4250,Monthly Newsletter,0.6666666666666666
Julian Isla,4250,New Product Releases,1
Julian Isla,4625,,0.8181818181818182
Julian Isla,4625,Customer Follow-up,1
Julian Isla,4625,Monthly Newsletter,1
Julian Isla,4625,New Product Releases,1
Julian Isla,1250,,0.8666666666666667
Julian Isla,1250,Monthly Newsletter,0.75
Julian Isla,3625,,0.8823529411764706
Julian Isla,3625,Consumer Tradeshow,1
Julian Isla,3625,Customer Care Campaign,1
Julian Isla,3625,Customer Follow-up,1
Julian Isla,3625,Monthly Newsletter,0.5
Julian Isla,625,,0.8888888888888888
Julian Isla,625,Market Trends Newsletter,0.5
Julian Isla,4750,,0.7647058823529411
Julian Isla,4750,Customer Follow-up,1
Julian Isla,4750,Monthly Newsletter,1
Julian Isla,4750,New Product Releases,1
Julian Isla,5500,,0.5
Julian Isla,5500,Market Trends Newsletter,1
Julian Isla,5500,Monthly Newsletter,1
Julian Isla,5500,New Product Releases,1
Julian Isla,1625,,0.75
Julian Isla,1625,Consumer Tradeshow,1
Julian Isla,1625,Customer Care Campaign,1
Julian Isla,1625,Monthly Newsletter,0.8
Julian Isla,4125,,0.782608695652174
Julian Isla,4125,Customer Care Campaign,0.5
Julian Isla,4125,Monthly Newsletter,1
Julian Isla,1375,,0.75
Julian Isla,1375,Twitter,1
Julian Isla,2125,,0.75
Julian Isla,2250,,0.75
Julian Isla,3375,,0.7105263157894737
Julian Isla,3375,Consumer Tradeshow,1
Julian Isla,3375,Customer Care Campaign,1
Julian Isla,3375,Customer Follow-up,1
Julian Isla,3375,New Product Releases,1
Julian Isla,3375,Twitter,1
Julian Isla,1500,,0.7
Julian Isla,1500,Customer Care Campaign,1
Julian Isla,1500,Monthly Newsletter,1
Julian Isla,3750,,0.7272727272727273
Julian Isla,3750,Customer Care Campaign,0.5
Julian Isla,3750,Customer Follow-up,1
Julian Isla,3750,Monthly Newsletter,0.5
Julian Isla,3750,New Product Releases,1
Julian Isla,3750,Twitter,1
Julian Isla,4000,,0.6956521739130435
Julian Isla,4000,Customer Care Campaign,0.6666666666666666
Julian Isla,4000,Customer Follow-up,1
Julian Isla,4000,Monthly Newsletter,1
Julian Isla,4375,,0.6818181818181818
Julian Isla,4375,Customer Care Campaign,1
Julian Isla,3250,,0.6086956521739131
Julian Isla,3250,Consumer Tradeshow,1
Julian Isla,3250,Customer Care Campaign,0.5
Julian Isla,3250,Customer Follow-up,1
Julian Isla,3250,Market Trends Newsletter,1
Julian Isla,3250,Monthly Newsletter,1
Julian Isla,3500,,0.6071428571428571
Julian Isla,3500,Consumer Tradeshow,1
Julian Isla,3500,Customer Care Campaign,1
Julian Isla,3500,Customer Follow-up,1
Julian Isla,3500,Market Trends Newsletter,1
Julian Isla,3500,Monthly Newsletter,1
Julian Isla,3500,New Product Releases,1
Julian Isla,2375,,0.5714285714285714
Julian Isla,2375,Customer Care Campaign,1
Julian Isla,2375,Twitter,1
Julian Isla,3875,,0.5652173913043478
Julian Isla,3875,Customer Care Campaign,1
Julian Isla,3875,Market Trends Newsletter,1
Julian Isla,3875,Monthly Newsletter,1
Julian Isla,3875,New Product Releases,1
Julian Isla,5750,,0.5
Julian Isla,5750,New Product Releases,1
Julian Isla,3125,,0.6774193548387096
Julian Isla,3125,Customer Care Campaign,0.5
Julian Isla,3125,Monthly Newsletter,1
Julian Isla,3125,New Product Releases,1
Julian Isla,2875,,0.5454545454545454
Julian Isla,2875,Customer Care Campaign,1
Julian Isla,2875,Twitter,1
Julian Isla,2500,,0.5555555555555556
Julian Isla,2500,Consumer Tradeshow,1
Julian Isla,2500,New Product Releases,1
Julian Isla,1875,,0.5
Julian Isla,1875,Customer Care Campaign,1
Julian Isla,2750,,0.6
Julian Isla,2750,Consumer Tradeshow,1
Julian Isla,3000,,0.25
Julian Isla,3000,Customer Care Campaign,0.5
Julian Isla,3000,Market Trends Newsletter,1
Julian Isla,3000,New Product Releases,1
Jeff Hay,5125,,1
Jeff Hay,5125,New Product Releases,1
Jeff Hay,5375,,1
Jeff Hay,5500,,1
Jeff Hay,5625,,1
Jeff Hay,5625,New Product Releases,1
Jeff Hay,6125,,1
Jeff Hay,1625,,0.9
Jeff Hay,1625,Monthly Newsletter,1
Jeff Hay,1250,,0.8333333333333334
Jeff Hay,1250,Monthly Newsletter,1
Jeff Hay,1250,Twitter,1
Jeff Hay,1375,,0.9230769230769231
Jeff Hay,1375,Monthly Newsletter,1
Jeff Hay,5750,,0.6666666666666666
Jeff Hay,5750,Consumer Tradeshow,1
Jeff Hay,5750,New Product Releases,1
Jeff Hay,2375,,1
Jeff Hay,2375,Customer Care Campaign,1
Jeff Hay,2375,Market Trends Newsletter,1
Jeff Hay,2000,,0.6666666666666666
Jeff Hay,2000,Consumer Tradeshow,1
Jeff Hay,2000,Customer Care Campaign,1
Jeff Hay,1500,,0.75
Jeff Hay,1500,Monthly Newsletter,1
Jeff Hay,1750,,0.6666666666666666
Jeff Hay,1750,Customer Care Campaign,1
Jeff Hay,1750,Monthly Newsletter,1
Jeff Hay,4375,,0.6428571428571429
Jeff Hay,4375,Consumer Tradeshow,1
Jeff Hay,4375,Customer Follow-up,1
Jeff Hay,4375,Monthly Newsletter,1
Jeff Hay,4375,New Product Releases,1
Jeff Hay,4250,,0.5714285714285714
Jeff Hay,4250,Customer Care Campaign,1
Jeff Hay,4250,Customer Follow-up,1
Jeff Hay,4250,Monthly Newsletter,1
Jeff Hay,1875,,0.7142857142857143
Jeff Hay,1875,Customer Care Campaign,1
Jeff Hay,2250,,0.5
Jeff Hay,2250,Consumer Tradeshow,1
Jeff Hay,2250,New Product Releases,1
Jeff Hay,5250,,0.5
Jeff Hay,5250,Consumer Tradeshow,1
Jeff Hay,5875,,0.6
Jeff Hay,5875,Consumer Tradeshow,1
Jeff Hay,3625,,0.5789473684210527
Jeff Hay,3625,Customer Care Campaign,1
Jeff Hay,3625,Market Trends Newsletter,1
Jeff Hay,3625,Monthly Newsletter,1
Jeff Hay,4500,,0.625
Jeff Hay,4500,Consumer Tradeshow,0.6666666666666666
Jeff Hay,4500,Customer Care Campaign,1
Jeff Hay,4500,Monthly Newsletter,0.5
Jeff Hay,4500,New Product Releases,1
Jeff Hay,1125,,0.5
Jeff Hay,1125,Market Trends Newsletter,1
Jeff Hay,1125,Twitter,1
Jeff Hay,2125,,0.7142857142857143
Jeff Hay,3000,,0.4444444444444444
Jeff Hay,3000,Consumer Tradeshow,1
Jeff Hay,3000,Customer Care Campaign,1
Jeff Hay,3000,New Product Releases,1
Jeff Hay,4875,,0.5625
Jeff Hay,4875,Consumer Tradeshow,1
Jeff Hay,4875,Twitter,1
Jeff Hay,250,,0.4
Jeff Hay,250,Market Trends Newsletter,0.6666666666666666
Jeff Hay,250,Twitter,1
Jeff Hay,4625,,0.5238095238095238
Jeff Hay,4625,Consumer Tradeshow,1
Jeff Hay,4625,Customer Follow-up,1
Jeff Hay,4625,Monthly Newsletter,1
Jeff Hay,750,,0.5
Jeff Hay,750,Market Trends Newsletter,1
Jeff Hay,750,Twitter,1
Jeff Hay,4000,,0.4666666666666667
Jeff Hay,4000,Consumer Tradeshow,1
Jeff Hay,4000,Customer Care Campaign,1
Jeff Hay,4000,Customer Follow-up,1
Jeff Hay,4000,Monthly Newsletter,1
Jeff Hay,4750,,0.47058823529411764
Jeff Hay,4750,Consumer Tradeshow,1
Jeff Hay,4750,Customer Follow-up,0.75
Jeff Hay,4750,Twitter,1
Jeff Hay,4125,,0.44
Jeff Hay,4125,Consumer Tradeshow,1
Jeff Hay,4125,Customer Care Campaign,1
Jeff Hay,4125,Customer Follow-up,1
Jeff Hay,4125,Monthly Newsletter,0.6666666666666666
Jeff Hay,4125,New Product Releases,1
Jeff Hay,4125,Twitter,1
Jeff Hay,3750,,0.42857142857142855
Jeff Hay,3750,Customer Care Campaign,1
Jeff Hay,3750,Customer Follow-up,1
Jeff Hay,3750,Monthly Newsletter,1
Jeff Hay,3375,,0.4
Jeff Hay,3375,Customer Care Campaign,1
Jeff Hay,3375,Customer Follow-up,1
Jeff Hay,3375,Monthly Newsletter,1
Jeff Hay,625,,0.5
Jeff Hay,2500,,0.4444444444444444
Jeff Hay,2500,Customer Care Campaign,1
Jeff Hay,2500,Market Trends Newsletter,1
Jeff Hay,6000,,0.5
Jeff Hay,3125,,0.3125
Jeff Hay,3125,Consumer Tradeshow,1
Jeff Hay,3125,Customer Care Campaign,0.5
Jeff Hay,3125,Customer Follow-up,1
Jeff Hay,3125,Monthly Newsletter,0.6666666666666666
Jeff Hay,3125,Twitter,1
Jeff Hay,3875,,0.42857142857142855
Jeff Hay,3875,Consumer Tradeshow,1
Jeff Hay,3875,Customer Follow-up,0.5
Jeff Hay,3875,Monthly Newsletter,0.5
Jeff Hay,125,,0.25
Jeff Hay,125,Twitter,1
Jeff Hay,3500,,0.32142857142857145
Jeff Hay,3500,Consumer Tradeshow,1
Jeff Hay,3500,Market Trends Newsletter,1
Jeff Hay,3500,Monthly Newsletter,1
Jeff Hay,2875,,0.16666666666666666
Jeff Hay,2875,Consumer Tradeshow,0.5
Jeff Hay,2875,Customer Care Campaign,1
Jeff Hay,2875,Market Trends Newsletter,1
Jeff Hay,3250,,0.2727272727272727
Jeff Hay,3250,Customer Follow-up,0.5
Jeff Hay,3250,Monthly Newsletter,0.6666666666666666
Jeff Hay,3250,New Product Releases,0.5
Jeff Hay,2625,,0.25
Jeff Hay,2625,Customer Care Campaign,0.5
Jeff Hay,2750,,0.25
Jeff Hay,2750,New Product Releases,1
Jeff Hay,375,,0.2
Jeff Hay,375,Market Trends Newsletter,0.5
Jeff Hay,875,,0.25
Jeff Hay,1000,,0.18181818181818182
Jeff Hay,1000,New Product Releases,1
Jeff Hay,500,Market Trends Newsletter,1
Jeff Hay,500,Twitter,1
David So,1500,,0.9375
David So,1500,Consumer Tradeshow,1
David So,1500,Market Trends Newsletter,0.5
David So,1500,Monthly Newsletter,1
David So,1500,New Product Releases,1
David So,1500,Twitter,0.5
David So,1625,,0.9347826086956522
David So,1625,Consumer Tradeshow,1
David So,1625,Customer Care Campaign,0.5
David So,1625,Monthly Newsletter,1
David So,1625,New Product Releases,1
David So,1375,,0.8723404255319149
David So,1375,Consumer Tradeshow,1
David So,1375,Customer Care Campaign,1
David So,1375,Monthly Newsletter,1
David So,5125,,0.75
David So,5125,Consumer Tradeshow,1
David So,5125,Customer Care Campaign,1
David So,5125,New Product Releases,1
David So,1250,,0.8545454545454545
David So,1250,Consumer Tradeshow,1
David So,1250,Customer Care Campaign,1
David So,1250,Monthly Newsletter,1
David So,1250,Twitter,1
David So,1750,,0.8333333333333334
David So,1750,Consumer Tradeshow,1
David So,1750,Customer Care Campaign,0.5
David So,1750,Monthly Newsletter,1
David So,6000,,0.6428571428571429
David So,6000,New Product Releases,1
David So,5250,,0.6666666666666666
David So,5250,Consumer Tradeshow,1
David So,5250,Monthly Newsletter,1
David So,5250,New Product Releases,1
David So,5000,,0.7777777777777778
David So,5000,New Product Releases,0.5
David So,2000,,0.6
David So,2000,Customer Care Campaign,1
David So,2000,New Product Releases,1
David So,2375,,0.6923076923076923
David So,2375,Customer Care Campaign,1
David So,5375,,0.6923076923076923
David So,5375,Consumer Tradeshow,1
David So,5375,New Product Releases,0.5
David So,125,,0.5294117647058824
David So,125,Market Trends Newsletter,1
David So,125,Twitter,1
David So,5500,,0.6
David So,5500,New Product Releases,1
David So,5875,,0.5833333333333334
David So,5875,Consumer Tradeshow,1
David So,5750,,0.5555555555555556
David So,5750,Monthly Newsletter,1
David So,5750,New Product Releases,1
David So,5625,,0.5714285714285714
David So,5625,New Product Releases,1
David So,2125,,0.46153846153846156
David So,2125,Consumer Tradeshow,1
David So,2125,New Product Releases,1
David So,2125,Twitter,0.6666666666666666
David So,4375,,0.43859649122807015
David So,4375,Consumer Tradeshow,1
David So,4375,Customer Care Campaign,1
David So,4375,Customer Follow-up,1
David So,4375,Market Trends Newsletter,1
David So,4375,Monthly Newsletter,0.8888888888888888
David So,4375,New Product Releases,1
David So,6125,,0.4444444444444444
David So,6125,Consumer Tradeshow,1
David So,6125,Twitter,1
David So,2625,,0.38461538461538464
David So,2625,Consumer Tradeshow,1
David So,2625,Customer Care Campaign,1
David So,2625,Market Trends Newsletter,1
David So,2625,Monthly Newsletter,1
David So,2625,New Product Releases,1
David So,4875,,0.5283018867924528
David So,4875,Consumer Tradeshow,0.5
David So,4875,Customer Care Campaign,1
David So,4875,Monthly Newsletter,0.7142857142857143
David So,4875,New Product Releases,1
David So,3500,,0.47761194029850745
David So,3500,Consumer Tradeshow,1
David So,3500,Customer Care Campaign,0.625
David So,3500,Customer Follow-up,0.5
David So,3500,Market Trends Newsletter,1
David So,3500,Monthly Newsletter,1
David So,3500,New Product Releases,1
David So,2750,,0.4444444444444444
David So,2750,Customer Care Campaign,0.875
David So,2750,Monthly Newsletter,0.5
David So,2750,New Product Releases,0.75
David So,2750,Twitter,0.75
David So,4625,,0.4482758620689655
David So,4625,Customer Follow-up,0.9
David So,4625,Monthly Newsletter,0.6
David So,4625,New Product Releases,1
David So,4625,Twitter,1
David So,3875,,0.5064935064935064
David So,3875,Consumer Tradeshow,0.3333333333333333
David So,3875,Customer Care Campaign,1
David So,3875,Customer Follow-up,0.5
David So,3875,Monthly Newsletter,0.8333333333333334
David So,3875,New Product Releases,1
David So,2875,,0.4634146341463415
David So,2875,Consumer Tradeshow,1
David So,2875,Customer Care Campaign,0.6
David So,2875,Market Trends Newsletter,1
David So,2875,New Product Releases,1
David So,2875,Twitter,0.5
David So,4750,,0.46153846153846156
David So,4750,Customer Follow-up,0.4
David So,4750,Monthly Newsletter,0.8
David So,4750,New Product Releases,1
David So,4750,Twitter,1
David So,3750,,0.47619047619047616
David So,3750,Consumer Tradeshow,1
David So,3750,Customer Care Campaign,0.6666666666666666
David So,3750,Customer Follow-up,1
David So,3750,Monthly Newsletter,0.75
David So,3000,,0.4117647058823529
David So,3000,Consumer Tradeshow,0.75
David So,3000,Customer Care Campaign,1
David So,3000,Market Trends Newsletter,1
David So,3000,New Product Releases,1
David So,4000,,0.4177215189873418
David So,4000,Consumer Tradeshow,1
David So,4000,Customer Care Campaign,0.5
David So,4000,Customer Follow-up,0.6666666666666666
David So,4000,Monthly Newsletter,0.8461538461538461
David So,4000,New Product Releases,1
David So,4000,Twitter,1
David So,250,,0.43478260869565216
David So,250,Market Trends Newsletter,1
David So,250,Twitter,0.5
David So,750,,0.4782608695652174
David So,750,Market Trends Newsletter,0.75
David So,750,New Product Releases,0.5
David So,750,Twitter,0.5
David So,4500,,0.45901639344262296
David So,4500,Consumer Tradeshow,0.75
David So,4500,Customer Follow-up,0.6666666666666666
David So,4500,Monthly Newsletter,0.6666666666666666
David So,4500,Twitter,1
David So,4250,,0.3484848484848485
David So,4250,Consumer Tradeshow,1
David So,4250,Customer Care Campaign,1
David So,4250,Customer Follow-up,1
David So,4250,Market Trends Newsletter,1
David So,4250,Monthly Newsletter,1
David So,4250,New Product Releases,1
David So,3375,,0.3728813559322034
David So,3375,Consumer Tradeshow,1
David So,3375,Customer Care Campaign,0.5
David So,3375,Customer Follow-up,1
David So,3375,Market Trends Newsletter,1
David So,3375,Monthly Newsletter,0.7272727272727273
David So,2500,,0.3548387096774194
David So,2500,Consumer Tradeshow,1
David So,2500,Customer Care Campaign,0.8333333333333334
David So,2500,New Product Releases,1
David So,2250,,0.35714285714285715
David So,2250,Consumer Tradeshow,1
David So,2250,Twitter,1
David So,1875,,0.4
David So,1875,Consumer Tradeshow,0.6666666666666666
David So,1875,Market Trends Newsletter,1
David So,4125,,0.3466666666666667
David So,4125,Consumer Tradeshow,1
David So,4125,Customer Care Campaign,0.75
David So,4125,Customer Follow-up,1
David So,4125,Monthly Newsletter,0.6
David So,4125,New Product Releases,1
David So,3250,,0.3188405797101449
David So,3250,Consumer Tradeshow,0.8
David So,3250,Customer Care Campaign,0.75
David So,3250,Customer Follow-up,1
David So,3250,Market Trends Newsletter,0.6
David So,3250,Monthly Newsletter,1
David So,1125,,0.3333333333333333
David So,1125,Consumer Tradeshow,1
David So,1125,Market Trends Newsletter,1
David So,1125,Twitter,0.5
David So,3625,,0.27419354838709675
David So,3625,Consumer Tradeshow,1
David So,3625,Customer Care Campaign,0.6
David So,3625,Customer Follow-up,1
David So,3625,Monthly Newsletter,1
David So,3125,,0.29545454545454547
David So,3125,Consumer Tradeshow,1
David So,3125,Customer Follow-up,0.9
David So,3125,Monthly Newsletter,0.7272727272727273
David So,3125,New Product Releases,1
David So,875,,0.16666666666666666
David So,875,Market Trends Newsletter,1
David So,875,New Product Releases,1
David So,875,Twitter,1
David So,1000,,0.3103448275862069
David So,1000,New Product Releases,0.6666666666666666
David So,1000,Twitter,0.3333333333333333
David So,625,,0.22580645161290322
David So,625,Customer Care Campaign,1
David So,625,Market Trends Newsletter,0.6666666666666666
David So,625,New Product Releases,0.5
David So,625,Twitter,1
David So,500,,0.22727272727272727
David So,500,New Product Releases,1
David So,500,Twitter,0.5
David So,375,,0.047619047619047616
David So,375,Market Trends Newsletter,0.8
David So,375,Twitter,1
Anne Weiler,1375,,0.9393939393939394
Anne Weiler,1375,Customer Care Campaign,1
Anne Weiler,1375,Market Trends Newsletter,1
Anne Weiler,1375,Monthly Newsletter,1
Anne Weiler,1375,New Product Releases,1
Anne Weiler,1625,,0.9047619047619048
Anne Weiler,1625,Consumer Tradeshow,1
Anne Weiler,1625,Customer Care Campaign,1
Anne Weiler,1625,Monthly Newsletter,1
Anne Weiler,1500,,0.925
Anne Weiler,1500,Consumer Tradeshow,1
Anne Weiler,1500,Customer Care Campaign,1
Anne Weiler,1500,Monthly Newsletter,1
Anne Weiler,1750,,0.9310344827586207
Anne Weiler,1750,Consumer Tradeshow,1
Anne Weiler,1750,Customer Care Campaign,1
Anne Weiler,1750,Monthly Newsletter,1
Anne Weiler,5500,,0.8333333333333334
Anne Weiler,5500,Consumer Tradeshow,1
Anne Weiler,5500,Market Trends Newsletter,1
Anne Weiler,5500,New Product Releases,1
Anne Weiler,5000,,0.8
Anne Weiler,5000,Consumer Tradeshow,1
Anne Weiler,5000,New Product Releases,1
Anne Weiler,1250,,0.9333333333333333
Anne Weiler,1250,Consumer Tradeshow,1
Anne Weiler,1250,Market Trends Newsletter,0.6666666666666666
Anne Weiler,1250,Monthly Newsletter,1
Anne Weiler,1250,New Product Releases,0.3333333333333333
Anne Weiler,1250,Twitter,0.5
Anne Weiler,5750,,0.7058823529411765
Anne Weiler,5750,Consumer Tradeshow,1
Anne Weiler,5750,Market Trends Newsletter,1
Anne Weiler,5750,Monthly Newsletter,1
Anne Weiler,5750,New Product Releases,1
Anne Weiler,5750,Twitter,1
Anne Weiler,6000,,0.625
Anne Weiler,6000,Consumer Tradeshow,1
Anne Weiler,6000,New Product Releases,1
Anne Weiler,6000,Twitter,1
Anne Weiler,6125,,0.6363636363636364
Anne Weiler,6125,Consumer Tradeshow,1
Anne Weiler,6125,New Product Releases,1
Anne Weiler,5375,,0.7142857142857143
Anne Weiler,5375,Consumer Tradeshow,1
Anne Weiler,5375,Market Trends Newsletter,1
Anne Weiler,5375,New Product Releases,0.6666666666666666
Anne Weiler,5625,,0.5
Anne Weiler,5625,Consumer Tradeshow,1
Anne Weiler,5625,Market Trends Newsletter,1
Anne Weiler,5625,New Product Releases,1
Anne Weiler,5125,,0.5
Anne Weiler,5125,Consumer Tradeshow,1
Anne Weiler,5125,New Product Releases,1
Anne Weiler,5875,,0.6
Anne Weiler,5875,Customer Care Campaign,1
Anne Weiler,5250,,0.5833333333333334
Anne Weiler,5250,New Product Releases,1
Anne Weiler,1875,,0.625
Anne Weiler,1875,Customer Care Campaign,1
Anne Weiler,1875,Monthly Newsletter,1
Anne Weiler,2125,,0.5
Anne Weiler,2125,Consumer Tradeshow,1
Anne Weiler,4500,,0.5490196078431373
Anne Weiler,4500,Consumer Tradeshow,1
Anne Weiler,4500,Customer Care Campaign,1
Anne Weiler,4500,Customer Follow-up,0.5
Anne Weiler,4500,Monthly Newsletter,0.75
Anne Weiler,4500,New Product Releases,1
Anne Weiler,2250,,0.6
Anne Weiler,2250,Consumer Tradeshow,1
Anne Weiler,2250,Customer Care Campaign,1
Anne Weiler,2250,New Product Releases,1
Anne Weiler,2250,Twitter,0.3333333333333333
Anne Weiler,2375,,0.5714285714285714
Anne Weiler,2375,Customer Care Campaign,0.5
Anne Weiler,2375,Market Trends Newsletter,0.6666666666666666
Anne Weiler,2875,,0.4583333333333333
Anne Weiler,2875,Customer Care Campaign,1
Anne Weiler,2875,Market Trends Newsletter,1
Anne Weiler,2875,New Product Releases,1
Anne Weiler,3125,,0.4383561643835616
Anne Weiler,3125,Consumer Tradeshow,0.75
Anne Weiler,3125,Customer Care Campaign,0.75
Anne Weiler,3125,Customer Follow-up,1
Anne Weiler,3125,Market Trends Newsletter,1
Anne Weiler,3125,Monthly Newsletter,1
Anne Weiler,3125,New Product Releases,1
Anne Weiler,3875,,0.463768115942029
Anne Weiler,3875,Customer Care Campaign,0.5
Anne Weiler,3875,Customer Follow-up,0.875
Anne Weiler,3875,Monthly Newsletter,1
Anne Weiler,3875,Twitter,1
Anne Weiler,3500,,0.4647887323943662
Anne Weiler,3500,Consumer Tradeshow,1
Anne Weiler,3500,Customer Care Campaign,0.75
Anne Weiler,3500,Customer Follow-up,0.75
Anne Weiler,3500,Market Trends Newsletter,1
Anne Weiler,3500,Monthly Newsletter,0.8
Anne Weiler,3500,New Product Releases,1
Anne Weiler,3625,,0.47058823529411764
Anne Weiler,3625,Consumer Tradeshow,1
Anne Weiler,3625,Customer Care Campaign,0.3333333333333333
Anne Weiler,3625,Customer Follow-up,0.8333333333333334
Anne Weiler,3625,Market Trends Newsletter,1
Anne Weiler,3625,Monthly Newsletter,1
Anne Weiler,3625,New Product Releases,1
Anne Weiler,3750,,0.4189189189189189
Anne Weiler,3750,Consumer Tradeshow,0.75
Anne Weiler,3750,Customer Care Campaign,1
Anne Weiler,3750,Customer Follow-up,1
Anne Weiler,3750,Market Trends Newsletter,1
Anne Weiler,3750,Monthly Newsletter,0.8
Anne Weiler,3750,New Product Releases,1
Anne Weiler,2000,,0.4166666666666667
Anne Weiler,2000,Consumer Tradeshow,1
Anne Weiler,2000,Market Trends Newsletter,0.5
